created_at,favorite_count,quote_count,reply_count,retweet_count,username,tweet_url,full_text,Label,cleaning,case_folding,tokenize,stopword,stemming,normalized,text_for_tfidf,tfidf_per_word
Thu Aug 03 09:00:54 +0000 2023,0,0,0,0,bapelkesjateng,https://x.com/bapelkesjateng/status/1687025739219292160,Bertempat di Aula Kampus Wonosobo Kamis 3 Agustus 2023 Bapelkes Provinsi Jawa Tengah melaksanakan kegiatan Penutupan Pelatihan Deteksi Dini Kanker Payudara dan Kanker Leher Rahim bagi Dokter dan Bidan di FKTP metode dalam jaringan dan tatap muka yang kerja sama dengan Dinas Kesehatan Kabupaten Tegal,positif,Bertempat di Aula Kampus Wonosobo Kamis 3 Agustus 2023 Bapelkes Provinsi Jawa Tengah melaksanakan kegiatan Penutupan Pelatihan Deteksi Dini Kanker Payudara dan Kanker Leher Rahim bagi Dokter dan Bidan di FKTP metode dalam jaringan dan tatap muka yang kerja sama dengan Dinas Kesehatan Kabupaten Tegal,bertempat di aula kampus wonosobo kamis 3 agustus 2023 bapelkes provinsi jawa tengah melaksanakan kegiatan penutupan pelatihan deteksi dini kanker payudara dan kanker leher rahim bagi dokter dan bidan di fktp metode dalam jaringan dan tatap muka yang kerja sama dengan dinas kesehatan kabupaten tegal,"['bertempat', 'di', 'aula', 'kampus', 'wonosobo', 'kamis', '3', 'agustus', '2023', 'bapelkes', 'provinsi', 'jawa', 'tengah', 'melaksanakan', 'kegiatan', 'penutupan', 'pelatihan', 'deteksi', 'dini', 'kanker', 'payudara', 'dan', 'kanker', 'leher', 'rahim', 'bagi', 'dokter', 'dan', 'bidan', 'di', 'fktp', 'metode', 'dalam', 'jaringan', 'dan', 'tatap', 'muka', 'yang', 'kerja', 'sama', 'dengan', 'dinas', 'kesehatan', 'kabupaten', 'tegal']","['bertempat', 'aula', 'kampus', 'wonosobo', 'kamis', '3', 'agustus', '2023', 'bapelkes', 'provinsi', 'jawa', 'melaksanakan', 'kegiatan', 'penutupan', 'pelatihan', 'deteksi', 'kanker', 'payudara', 'kanker', 'leher', 'rahim', 'dokter', 'bidan', 'fktp', 'metode', 'jaringan', 'tatap', 'muka', 'kerja', 'dinas', 'kesehatan', 'kabupaten', 'tegal']","['tempat', 'aula', 'kampus', 'wonosobo', 'kamis', '3', 'agustus', '2023', 'bapelkes', 'provinsi', 'jawa', 'laksana', 'giat', 'tutup', 'latih', 'deteksi', 'kanker', 'payudara', 'kanker', 'leher', 'rahim', 'dokter', 'bidan', 'fktp', 'metode', 'jaring', 'tatap', 'muka', 'kerja', 'dinas', 'sehat', 'kabupaten', 'tegal']","['tempat', 'aula', 'kampus', 'wonosobo', 'kamis', '3', 'agustus', '2023', 'bapelkes', 'provinsi', 'jawa', 'laksana', 'giat', 'tutup', 'latih', 'deteksi', 'kanker', 'payudara', 'kanker', 'leher', 'rahim', 'dokter', 'bidan', 'fktp', 'metode', 'jaring', 'tatap', 'muka', 'kerja', 'dinas', 'sehat', 'kabupaten', 'tegal']",tempat aula kampus wonosobo kamis 3 agustus 2023 bapelkes provinsi jawa laksana giat tutup latih deteksi kanker payudara kanker leher rahim dokter bidan fktp metode jaring tatap muka kerja dinas sehat kabupaten tegal,"[0.21373795577323307, 0.18488654682172168, 0.21151094476023383, 0.2079346307247401, 0.19254181639649282, 0, 0.251711814270404, 0.21716600260533853, 0.18284887694405424, 0.1948240288982189, 0.17380981620307134, 0.1691795554720254, 0.255903272741209, 0.18402371537766637, 0.19989131836073476, 0.19947778906820834, 0.09390628797842587, 0.07739545967449547, 0.09390628797842587, 0.18454199880685557, 0.18464259543157524, 0.18066748043215114, 0.18719787223983192, 0.180532940826285, 0.17879211338885848, 0.28671919430489423, 0.22819002281710418, 0.22214083579947413, 0.24903074665852756, 0.19631668658888327, 0.19218522072500094, 0.24433096266607712, 0.2578919419449146]"
Fri Aug 11 06:51:00 +0000 2023,4,0,1,0,sehatcantik,https://x.com/sehatcantik/status/1689892151268663296,Jangan lupa untuk Lakukan pemeriksaan payudara secara berkala sebagai langkah deteksi dini kanker payudara.,positif,Jangan lupa untuk Lakukan pemeriksaan payudara secara berkala sebagai langkah deteksi dini kanker payudara,jangan lupa untuk lakukan pemeriksaan payudara secara berkala sebagai langkah deteksi dini kanker payudara,"['jangan', 'lupa', 'untuk', 'lakukan', 'pemeriksaan', 'payudara', 'secara', 'berkala', 'sebagai', 'langkah', 'deteksi', 'dini', 'kanker', 'payudara']","['lupa', 'lakukan', 'pemeriksaan', 'payudara', 'berkala', 'langkah', 'deteksi', 'kanker', 'payudara']","['lupa', 'laku', 'periksa', 'payudara', 'kala', 'langkah', 'deteksi', 'kanker', 'payudara']","['lupa', 'laku', 'periksa', 'payudara', 'kala', 'langkah', 'deteksi', 'kanker', 'payudara']",lupa laku periksa payudara kala langkah deteksi kanker payudara,"[0.3625545838507944, 0.2536965404310346, 0.29004405195606514, 0.07739545967449547, 0.3406727175462846, 0.45421936771678695, 0.19947778906820834, 0.09390628797842587, 0.07739545967449547]"
Wed Jul 26 01:45:50 +0000 2023,0,0,0,0,polres_buru,https://x.com/polres_buru/status/1684017149931831296,Kegiatan Sosialisasi Yang Dilakukan Oleh Yayasan Pencegahan Kanker Nusantara Bertujuan Untuk Memberikan Informasi Kepada Personil Polres Pulau Sedini Mungkin Secara Langsung Tentang Pengertian Kanker Mengenali Secara Dini Gejala Kanker Rahim dan Kanker Payudara,positif,Kegiatan Sosialisasi Yang Dilakukan Oleh Yayasan Pencegahan Kanker Nusantara Bertujuan Untuk Memberikan Informasi Kepada Personil Polres Pulau Sedini Mungkin Secara Langsung Tentang Pengertian Kanker Mengenali Secara Dini Gejala Kanker Rahim dan Kanker Payudara,kegiatan sosialisasi yang dilakukan oleh yayasan pencegahan kanker nusantara bertujuan untuk memberikan informasi kepada personil polres pulau sedini mungkin secara langsung tentang pengertian kanker mengenali secara dini gejala kanker rahim dan kanker payudara,"['kegiatan', 'sosialisasi', 'yang', 'dilakukan', 'oleh', 'yayasan', 'pencegahan', 'kanker', 'nusantara', 'bertujuan', 'untuk', 'memberikan', 'informasi', 'kepada', 'personil', 'polres', 'pulau', 'sedini', 'mungkin', 'secara', 'langsung', 'tentang', 'pengertian', 'kanker', 'mengenali', 'secara', 'dini', 'gejala', 'kanker', 'rahim', 'dan', 'kanker', 'payudara']","['kegiatan', 'sosialisasi', 'yayasan', 'pencegahan', 'kanker', 'nusantara', 'bertujuan', 'informasi', 'personil', 'polres', 'pulau', 'sedini', 'langsung', 'pengertian', 'kanker', 'mengenali', 'gejala', 'kanker', 'rahim', 'kanker', 'payudara']","['giat', 'sosialisasi', 'yayasan', 'cegah', 'kanker', 'nusantara', 'tuju', 'informasi', 'personil', 'polres', 'pulau', 'din', 'langsung', 'erti', 'kanker', 'nali', 'gejala', 'kanker', 'rahim', 'kanker', 'payudara']","['giat', 'sosialisasi', 'yayasan', 'cegah', 'kanker', 'nusantara', 'tuju', 'informasi', 'personil', 'polres', 'pulau', 'din', 'langsung', 'erti', 'kanker', 'nali', 'gejala', 'kanker', 'rahim', 'kanker', 'payudara']",giat sosialisasi yayasan cegah kanker nusantara tuju informasi personil polres pulau din langsung erti kanker nali gejala kanker rahim kanker payudara,"[0.255903272741209, 0.23697315198512198, 0.25650253303714066, 0.24243777162355487, 0.09390628797842587, 0.2815284856697756, 0.3468327055999762, 0.2896425822484312, 0.313415534719094, 0.313415534719094, 0.313415534719094, 0.323316106867954, 0.24429157904517496, 0.3944508064162136, 0.09390628797842587, 0.49150930067712995, 0.32877637531306, 0.09390628797842587, 0.18464259543157524, 0.09390628797842587, 0.07739545967449547]"
Tue Aug 15 10:51:01 +0000 2023,3,0,4,2,Ultramanmamen,https://x.com/Ultramanmamen/status/1691402105003909120,Halo semuanya minta tolong kasih rekomendasi obat herbal untuk kanker payudara. Ngomong-ngomong mohon doanya untuk ibu saya yang sedang berjuang,negatif,Halo semuanya minta tolong kasih rekomendasi obat herbal untuk kanker payudara Ngomongngomong mohon doanya untuk ibu saya yang sedang berjuang,halo semuanya minta tolong kasih rekomendasi obat herbal untuk kanker payudara ngomongngomong mohon doanya untuk ibu saya yang sedang berjuang,"['halo', 'semuanya', 'minta', 'tolong', 'kasih', 'rekomendasi', 'obat', 'herbal', 'untuk', 'kanker', 'payudara', 'ngomongngomong', 'mohon', 'doanya', 'untuk', 'ibu', 'saya', 'yang', 'sedang', 'berjuang']","['halo', 'tolong', 'kasih', 'rekomendasi', 'obat', 'herbal', 'kanker', 'payudara', 'ngomongngomong', 'mohon', 'doanya', 'berjuang']","['halo', 'tolong', 'kasih', 'rekomendasi', 'obat', 'herbal', 'kanker', 'payudara', 'ngomongngomong', 'mohon', 'doa', 'juang']","['halo', 'tolong', 'kasih', 'rekomendasi', 'obat', 'herbal', 'kanker', 'payudara', 'ngomongngomong', 'mohon', 'doa', 'juang']",halo tolong kasih rekomendasi obat herbal kanker payudara ngomongngomong mohon doa juang,"[0.30738858631248794, 0.26797519378488677, 0.23172020096693358, 0.40394905128335923, 0.22590290685800957, 0.29962782727745624, 0.09390628797842587, 0.07739545967449547, 0.3213530166409468, 0.32398493898402864, 0.3559097257992183, 0.22452729121297255]"
Mon Aug 14 02:06:26 +0000 2023,0,0,0,0,detikhot,https://x.com/detikhot/status/1690907702522683392,Nunung membagikan kabar bahagia soal kondisi kesehatannya usai operasi kanker payudara.,negatif,Nunung membagikan kabar bahagia soal kondisi kesehatannya usai operasi kanker payudara,nunung membagikan kabar bahagia soal kondisi kesehatannya usai operasi kanker payudara,"['nunung', 'membagikan', 'kabar', 'bahagia', 'soal', 'kondisi', 'kesehatannya', 'usai', 'operasi', 'kanker', 'payudara']","['nunung', 'membagikan', 'kabar', 'bahagia', 'kondisi', 'kesehatannya', 'operasi', 'kanker', 'payudara']","['nunung', 'bagi', 'kabar', 'bahagia', 'kondisi', 'sehat', 'operasi', 'kanker', 'payudara']","['nunung', 'bagi', 'kabar', 'bahagia', 'kondisi', 'sehat', 'operasi', 'kanker', 'payudara']",nunung bagi kabar bahagia kondisi sehat operasi kanker payudara,"[0.33743867355800466, 0.26743606965157984, 0.2570013070257527, 0.34786736975215243, 0.361762538191849, 0.19218522072500094, 0.2608645548543021, 0.09390628797842587, 0.07739545967449547]"
Mon Aug 14 08:31:42 +0000 2023,0,0,0,0,detikhot,https://x.com/detikhot/status/1691004656778981376,Nunung mengungkap kondisi terkininya setelah menjalani operasi pengangkatan kanker payudara. Kini ia menjalani kemoterapi terakhirnya.,negatif,Nunung mengungkap kondisi terkininya setelah menjalani operasi pengangkatan kanker payudara Kini ia menjalani kemoterapi terakhirnya,nunung mengungkap kondisi terkininya setelah menjalani operasi pengangkatan kanker payudara kini ia menjalani kemoterapi terakhirnya,"['nunung', 'mengungkap', 'kondisi', 'terkininya', 'setelah', 'menjalani', 'operasi', 'pengangkatan', 'kanker', 'payudara', 'kini', 'ia', 'menjalani', 'kemoterapi', 'terakhirnya']","['nunung', 'mengungkap', 'kondisi', 'terkininya', 'menjalani', 'operasi', 'pengangkatan', 'kanker', 'payudara', 'menjalani', 'kemoterapi', 'terakhirnya']","['nunung', 'ungkap', 'kondisi', 'kini', 'jalan', 'operasi', 'angkat', 'kanker', 'payudara', 'jalan', 'kemoterapi', 'akhir']","['nunung', 'ungkap', 'kondisi', 'kini', 'jalan', 'operasi', 'angkat', 'kanker', 'payudara', 'jalan', 'kemoterapi', 'akhir']",nunung ungkap kondisi kini jalan operasi angkat kanker payudara jalan kemoterapi akhir,"[0.33743867355800466, 0.34189148939218855, 0.361762538191849, 0.46074405246671357, 0.30861899658856623, 0.2608645548543021, 0.22275327648981308, 0.09390628797842587, 0.07739545967449547, 0.30861899658856623, 0.32925376455262423, 0.3880457772683094]"
Sun Aug 13 14:11:57 +0000 2023,0,0,0,0,mekkettru,https://x.com/mekkettru/status/1690727896883810304,Kalau dibalik biasanya perempuannya pada kena kanker payudara,negatif,Kalau dibalik biasanya perempuannya pada kena kanker payudara,kalau dibalik biasanya perempuannya pada kena kanker payudara,"['kalau', 'dibalik', 'biasanya', 'perempuannya', 'pada', 'kena', 'kanker', 'payudara']","['dibalik', 'perempuannya', 'kena', 'kanker', 'payudara']","['balik', 'perempuan', 'kena', 'kanker', 'payudara']","['balik', 'perempuan', 'kena', 'kanker', 'payudara']",balik perempuan kena kanker payudara,"[0.8281805278616012, 0.2275136982751969, 0.20218776526454507, 0.09390628797842587, 0.07739545967449547]"
Fri Jul 28 19:28:04 +0000 2023,1,0,0,0,Beritabaruco,https://x.com/Beritabaruco/status/1685009245677445120,Banyak Menyebabkan Kematian: Deteksi Dini Kanker Payudara,positif,Banyak Menyebabkan Kematian Deteksi Dini Kanker Payudara,banyak menyebabkan kematian deteksi dini kanker payudara,"['banyak', 'menyebabkan', 'kematian', 'deteksi', 'dini', 'kanker', 'payudara']","['menyebabkan', 'kematian', 'deteksi', 'kanker', 'payudara']","['sebab', 'mati', 'deteksi', 'kanker', 'payudara']","['sebab', 'mati', 'deteksi', 'kanker', 'payudara']",sebab mati deteksi kanker payudara,"[0.27092726881222656, 0.2481119456919875, 0.19947778906820834, 0.09390628797842587, 0.07739545967449547]"
Sun Jul 30 11:40:05 +0000 2023,0,0,1,0,dinkesjabar,https://x.com/dinkesjabar/status/1685616249810853888,Deteksi Dini Kanker Payudara,positif,Deteksi Dini Kanker Payudara,deteksi dini kanker payudara,"['deteksi', 'dini', 'kanker', 'payudara']","['deteksi', 'kanker', 'payudara']","['deteksi', 'kanker', 'payudara']","['deteksi', 'kanker', 'payudara']",deteksi kanker payudara,"[0.19947778906820834, 0.09390628797842587, 0.07739545967449547]"
Tue Aug 01 10:35:42 +0000 2023,0,0,0,0,1teknobiz,https://x.com/1teknobiz/status/1686324822186532869,13 Bahaya Kurang Tidur: Mengancam Kesehatan dengan Potensi Memicu Kanker Payudara!,positif,13 Bahaya Kurang Tidur Mengancam Kesehatan dengan Potensi Memicu Kanker Payudara,13 bahaya kurang tidur mengancam kesehatan dengan potensi memicu kanker payudara,"['13', 'bahaya', 'kurang', 'tidur', 'mengancam', 'kesehatan', 'dengan', 'potensi', 'memicu', 'kanker', 'payudara']","['13', 'bahaya', 'tidur', 'mengancam', 'kesehatan', 'potensi', 'memicu', 'kanker', 'payudara']","['13', 'bahaya', 'tidur', 'ancam', 'sehat', 'potensi', 'picu', 'kanker', 'payudara']","['13', 'bahaya', 'tidur', 'ancam', 'sehat', 'potensi', 'picu', 'kanker', 'payudara']",13 bahaya tidur ancam sehat potensi picu kanker payudara,"[0.27232257379051517, 0.32309634110749125, 0.33665712650256746, 0.65364899786446, 0.19218522072500094, 0.34682549810326047, 0.3147249087211233, 0.09390628797842587, 0.07739545967449547]"
Sun Jul 30 11:35:04 +0000 2023,0,0,1,0,dinkesjabar,https://x.com/dinkesjabar/status/1685614984586465280,Kanker Payudara Apa Penyebabnya?,positif,Kanker Payudara Apa Penyebabnya,kanker payudara apa penyebabnya,"['kanker', 'payudara', 'apa', 'penyebabnya']","['kanker', 'payudara', 'penyebabnya']","['kanker', 'payudara', 'sebab']","['kanker', 'payudara', 'sebab']",kanker payudara sebab,"[0.09390628797842587, 0.07739545967449547, 0.27092726881222656]"
Sun Aug 06 12:14:32 +0000 2023,0,0,0,1,IDNTimesSumut,https://x.com/IDNTimesSumut/status/1688161634953605120,YKI Catat Penyintas Kanker Payudara Paling Banyak di Sumut,negatif,YKI Catat Penyintas Kanker Payudara Paling Banyak di Sumut,yki catat penyintas kanker payudara paling banyak di sumut,"['yki', 'catat', 'penyintas', 'kanker', 'payudara', 'paling', 'banyak', 'di', 'sumut']","['yki', 'catat', 'penyintas', 'kanker', 'payudara', 'sumut']","['yki', 'catat', 'sintas', 'kanker', 'payudara', 'sumut']","['yki', 'catat', 'sintas', 'kanker', 'payudara', 'sumut']",yki catat sintas kanker payudara sumut,"[0.3080752765040078, 0.33610161631901403, 0.2904845069922978, 0.09390628797842587, 0.07739545967449547, 0.3837914473762038]"
Wed Aug 02 10:03:05 +0000 2023,1,0,1,1,tvOneNews,https://x.com/tvOneNews/status/1686678999064547328,Penderita Kanker di Indonesia Meningkat 30 Persen Terbanyak Kanker Payudara,negatif,Penderita Kanker di Indonesia Meningkat 30 Persen Terbanyak Kanker Payudara,penderita kanker di indonesia meningkat 30 persen terbanyak kanker payudara,"['penderita', 'kanker', 'di', 'indonesia', 'meningkat', '30', 'persen', 'terbanyak', 'kanker', 'payudara']","['penderita', 'kanker', 'indonesia', 'meningkat', '30', 'persen', 'kanker', 'payudara']","['derita', 'kanker', 'indonesia', 'tingkat', '30', 'persen', 'kanker', 'payudara']","['derita', 'kanker', 'indonesia', 'tingkat', '30', 'persen', 'kanker', 'payudara']",derita kanker indonesia tingkat 30 persen kanker payudara,"[0.26593791078421564, 0.09390628797842587, 0.22451998245947968, 0.21600645718468658, 0.31849581573347646, 0.3594745446735709, 0.09390628797842587, 0.07739545967449547]"
Fri Aug 18 04:28:26 +0000 2023,0,0,0,0,RelawanHerviano,https://x.com/RelawanHerviano/status/1692392991279947867,18 Agustus 2023 kita juga memperingati Hari Penelitian Kanker Payudara Sedunia. Mari kita menghargai pentingnya penelitian ilmiah dalam menghadapi tantangan kanker payudara dan bersama-sama kita bisa menjadi inspirasi untuk perubahan positif.,positif,18 Agustus 2023 kita juga memperingati Hari Penelitian Kanker Payudara Sedunia Mari kita menghargai pentingnya penelitian ilmiah dalam menghadapi tantangan kanker payudara dan bersamasama kita bisa menjadi inspirasi untuk perubahan positif,18 agustus 2023 kita juga memperingati hari penelitian kanker payudara sedunia mari kita menghargai pentingnya penelitian ilmiah dalam menghadapi tantangan kanker payudara dan bersamasama kita bisa menjadi inspirasi untuk perubahan positif,"['18', 'agustus', '2023', 'kita', 'juga', 'memperingati', 'hari', 'penelitian', 'kanker', 'payudara', 'sedunia', 'mari', 'kita', 'menghargai', 'pentingnya', 'penelitian', 'ilmiah', 'dalam', 'menghadapi', 'tantangan', 'kanker', 'payudara', 'dan', 'bersamasama', 'kita', 'bisa', 'menjadi', 'inspirasi', 'untuk', 'perubahan', 'positif']","['18', 'agustus', '2023', 'memperingati', 'penelitian', 'kanker', 'payudara', 'sedunia', 'mari', 'menghargai', 'penelitian', 'ilmiah', 'menghadapi', 'tantangan', 'kanker', 'payudara', 'bersamasama', 'inspirasi', 'perubahan', 'positif']","['18', 'agustus', '2023', 'ingat', 'teliti', 'kanker', 'payudara', 'dunia', 'mari', 'harga', 'teliti', 'ilmiah', 'hadap', 'tantang', 'kanker', 'payudara', 'bersamasama', 'inspirasi', 'ubah', 'positif']","['18', 'agustus', '2023', 'ingat', 'teliti', 'kanker', 'payudara', 'dunia', 'mari', 'harga', 'teliti', 'ilmiah', 'hadap', 'tantang', 'kanker', 'payudara', 'bersamasama', 'inspirasi', 'ubah', 'positif']",18 agustus 2023 ingat teliti kanker payudara dunia mari harga teliti ilmiah hadap tantang kanker payudara bersamasama inspirasi ubah positif,"[0.22409019109244094, 0.251711814270404, 0.21716600260533853, 0.25192701601124956, 0.25935127036728983, 0.09390628797842587, 0.07739545967449547, 0.23374512433646394, 0.29934778150080055, 0.20575102006360668, 0.25935127036728983, 0.2758942619622721, 0.2759464074759975, 0.3815892555030609, 0.09390628797842587, 0.07739545967449547, 0.3390777643158436, 0.29081496749527613, 0.3125762600178971, 0.3460721984100585]"
Sat Jul 29 06:47:06 +0000 2023,0,0,1,0,dinkesjabar,https://x.com/dinkesjabar/status/1685180130338177024,Mitos atau Fakta Deodoran bisa menyeebabkan Kanker Payudara,positif,Mitos atau Fakta Deodoran bisa menyeebabkan Kanker Payudara,mitos atau fakta deodoran bisa menyeebabkan kanker payudara,"['mitos', 'atau', 'fakta', 'deodoran', 'bisa', 'menyeebabkan', 'kanker', 'payudara']","['mitos', 'fakta', 'deodoran', 'menyeebabkan', 'kanker', 'payudara']","['mitos', 'fakta', 'deodoran', 'menyeebabkan', 'kanker', 'payudara']","['mitos', 'fakta', 'deodoran', 'menyeebabkan', 'kanker', 'payudara']",mitos fakta deodoran menyeebabkan kanker payudara,"[0.3896361140918302, 0.3172985688482467, 0.5914697405463624, 0.6114981835370701, 0.09390628797842587, 0.07739545967449547]"
Mon Aug 14 17:06:16 +0000 2023,1,0,0,1,VIVAcoid,https://x.com/VIVAcoid/status/1691134152048050176,Usai Menjalani Operasi Kanker Payudara Bagaimana Kondisi Nunung?,negatif,Usai Menjalani Operasi Kanker Payudara Bagaimana Kondisi Nunung,usai menjalani operasi kanker payudara bagaimana kondisi nunung,"['usai', 'menjalani', 'operasi', 'kanker', 'payudara', 'bagaimana', 'kondisi', 'nunung']","['menjalani', 'operasi', 'kanker', 'payudara', 'kondisi', 'nunung']","['jalan', 'operasi', 'kanker', 'payudara', 'kondisi', 'nunung']","['jalan', 'operasi', 'kanker', 'payudara', 'kondisi', 'nunung']",jalan operasi kanker payudara kondisi nunung,"[0.30861899658856623, 0.2608645548543021, 0.09390628797842587, 0.07739545967449547, 0.361762538191849, 0.33743867355800466]"
Wed Aug 16 00:05:11 +0000 2023,1,0,0,1,VIVAcoid,https://x.com/VIVAcoid/status/1691601962738020455,Nunung Mengungkapkan Sempat Alami Ini karena Kemoterapi Kanker Payudara,positif,Nunung Mengungkapkan Sempat Alami Ini karena Kemoterapi Kanker Payudara,nunung mengungkapkan sempat alami ini karena kemoterapi kanker payudara,"['nunung', 'mengungkapkan', 'sempat', 'alami', 'ini', 'karena', 'kemoterapi', 'kanker', 'payudara']","['nunung', 'alami', 'kemoterapi', 'kanker', 'payudara']","['nunung', 'alami', 'kemoterapi', 'kanker', 'payudara']","['nunung', 'alami', 'kemoterapi', 'kanker', 'payudara']",nunung alami kemoterapi kanker payudara,"[0.33743867355800466, 0.2876034732747067, 0.32925376455262423, 0.09390628797842587, 0.07739545967449547]"
Fri Aug 11 22:43:15 +0000 2023,1,0,0,0,RadioElshinta,https://x.com/RadioElshinta/status/1690131794769973251,HIMPONI menganjurkan deteksi kanker payudara lewat pemeriksaan klinis.,positif,HIMPONI menganjurkan deteksi kanker payudara lewat pemeriksaan klinis,himponi menganjurkan deteksi kanker payudara lewat pemeriksaan klinis,"['himponi', 'menganjurkan', 'deteksi', 'kanker', 'payudara', 'lewat', 'pemeriksaan', 'klinis']","['himponi', 'menganjurkan', 'deteksi', 'kanker', 'payudara', 'pemeriksaan', 'klinis']","['himponi', 'anjur', 'deteksi', 'kanker', 'payudara', 'periksa', 'klinis']","['himponi', 'anjur', 'deteksi', 'kanker', 'payudara', 'periksa', 'klinis']",himponi anjur deteksi kanker payudara periksa klinis,"[0.5051328481911946, 0.4610213057387688, 0.19947778906820834, 0.09390628797842587, 0.07739545967449547, 0.29004405195606514, 0.37980462727713643]"
Fri Jul 21 12:28:05 +0000 2023,0,0,0,0,inilahdotcom,https://x.com/inilahdotcom/status/1682366838276243457,Kanker Payudara HER2 Positif Sangat Berbahaya,positif,Kanker Payudara HER2 Positif Sangat Berbahaya,kanker payudara her2 positif sangat berbahaya,"['kanker', 'payudara', 'her2', 'positif', 'sangat', 'berbahaya']","['kanker', 'payudara', 'her2', 'positif', 'berbahaya']","['kanker', 'payudara', 'her2', 'positif', 'bahaya']","['kanker', 'payudara', 'her2', 'positif', 'bahaya']",kanker payudara her2 positif bahaya,"[0.09390628797842587, 0.07739545967449547, 0.466392011287893, 0.3460721984100585, 0.32309634110749125]"
Wed Aug 09 12:35:41 +0000 2023,0,0,0,0,sahabatlestari_,https://x.com/sahabatlestari_/status/1689254120023330816,Ketangguhan Bangsa Dalam Upaya Preventif Risiko Kanker Payudara.,positif,Ketangguhan Bangsa Dalam Upaya Preventif Risiko Kanker Payudara,ketangguhan bangsa dalam upaya preventif risiko kanker payudara,"['ketangguhan', 'bangsa', 'dalam', 'upaya', 'preventif', 'risiko', 'kanker', 'payudara']","['ketangguhan', 'bangsa', 'upaya', 'preventif', 'risiko', 'kanker', 'payudara']","['tangguh', 'bangsa', 'upaya', 'preventif', 'risiko', 'kanker', 'payudara']","['tangguh', 'bangsa', 'upaya', 'preventif', 'risiko', 'kanker', 'payudara']",tangguh bangsa upaya preventif risiko kanker payudara,"[0.45247420302623975, 0.3113814279884268, 0.24870040853240502, 0.4133583227911621, 0.22093357200688113, 0.09390628797842587, 0.07739545967449547]"
Fri Aug 18 09:59:45 +0000 2023,6,0,1,1,bppsdm_kp,https://x.com/bppsdm_kp/status/1692476367877865529,"Sobat Bahari Kepala BRSDM (Badan Riset dan Sumber Daya Manusia)  Dr. I Nyoman Radiarta, S.Pi, M.Sc.  hadir dalam Pembukaan kegiatan DWP Pemeriksaan Rutin Peduli Kanker Payudara yang dibuka oleh Ketua DWP BPPSDMKP Ila Radiarta secara daring di Jakarta (18/08) ",positif,Sobat Bahari Kepala BRSDM Badan Riset dan Sumber Daya Manusia  Dr I Nyoman Radiarta SPi MSc  hadir dalam Pembukaan kegiatan DWP Pemeriksaan Rutin Peduli Kanker Payudara yang dibuka oleh Ketua DWP BPPSDMKP Ila Radiarta secara daring di Jakarta 1808,sobat bahari kepala brsdm badan riset dan sumber daya manusia  dr i nyoman radiarta spi msc  hadir dalam pembukaan kegiatan dwp pemeriksaan rutin peduli kanker payudara yang dibuka oleh ketua dwp bppsdmkp ila radiarta secara daring di jakarta 1808,"['sobat', 'bahari', 'kepala', 'brsdm', 'badan', 'riset', 'dan', 'sumber', 'daya', 'manusia', 'dr', 'i', 'nyoman', 'radiarta', 'spi', 'msc', 'hadir', 'dalam', 'pembukaan', 'kegiatan', 'dwp', 'pemeriksaan', 'rutin', 'peduli', 'kanker', 'payudara', 'yang', 'dibuka', 'oleh', 'ketua', 'dwp', 'bppsdmkp', 'ila', 'radiarta', 'secara', 'daring', 'di', 'jakarta', '1808']","['sobat', 'bahari', 'kepala', 'brsdm', 'badan', 'riset', 'sumber', 'daya', 'manusia', 'dr', 'i', 'nyoman', 'radiarta', 'spi', 'msc', 'hadir', 'pembukaan', 'kegiatan', 'dwp', 'pemeriksaan', 'rutin', 'peduli', 'kanker', 'payudara', 'dibuka', 'ketua', 'dwp', 'bppsdmkp', 'ila', 'radiarta', 'daring', 'jakarta', '1808']","['sobat', 'bahari', 'kepala', 'brsdm', 'badan', 'riset', 'sumber', 'daya', 'manusia', 'dr', 'i', 'nyoman', 'radiarta', 'spi', 'msc', 'hadir', 'buka', 'giat', 'dwp', 'periksa', 'rutin', 'peduli', 'kanker', 'payudara', 'buka', 'ketua', 'dwp', 'bppsdmkp', 'ila', 'radiarta', 'daring', 'jakarta', '1808']","['sobat', 'bahari', 'kepala', 'brsdm', 'badan', 'riset', 'sumber', 'daya', 'manusia', 'dr', 'i', 'nyoman', 'radiarta', 'spi', 'msc', 'hadir', 'buka', 'giat', 'dwp', 'periksa', 'rutin', 'peduli', 'kanker', 'payudara', 'buka', 'ketua', 'dwp', 'bppsdmkp', 'ila', 'radiarta', 'daring', 'jakarta', '1808']",sobat bahari kepala brsdm badan riset sumber daya manusia dr i nyoman radiarta spi msc hadir buka giat dwp periksa rutin peduli kanker payudara buka ketua dwp bppsdmkp ila radiarta daring jakarta 1808,"[0.2668022241163771, 0.19529865710719876, 0.26625688833547634, 0.19529865710719876, 0.22823166782229448, 0.21299067689635076, 0.3072712635263267, 0.2689233869840745, 0.23178769360081483, 0.28454217972262447, 0, 0.19529865710719876, 0.39059731421439753, 0.19529865710719876, 0.19529865710719876, 0.2129952088459948, 0.22253257840354182, 0.255903272741209, 0.3052137589267777, 0.29004405195606514, 0.3085411554166614, 0.31504494911388214, 0.09390628797842587, 0.07739545967449547, 0.22253257840354182, 0.22026788724495694, 0.3052137589267777, 0.19529865710719876, 0.19529865710719876, 0.39059731421439753, 0.19529865710719876, 0.2554181078443888, 0.19529865710719876]"
